Start,End,11113bus,11113car,11113motorbike,11113truck,11212bus,11212car,11212motorbike,11212truck,11323bus,11323car,11323motorbike,11323truck,21131bus,21131car,21131motorbike,21131truck,21213bus,21213car,21213motorbike,21213truck,12223person,22143person
17:15:00,17:30:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0
17:30:00,17:45:00,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0
17:45:00,18:00:00,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,13,0
18:00:00,18:15:00,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,14,0
18:15:00,18:30:00,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,0
18:30:00,18:45:00,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,0
18:45:00,19:00:00,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,16,0
19:00:00,19:15:00,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0
19:15:00,19:30:00,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0
19:30:00,19:45:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0
19:45:00,20:00:00,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0
20:00:00,20:15:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
20:15:00,20:30:00,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0
20:30:00,20:45:00,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0
20:45:00,21:00:00,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
21:00:00,21:15:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
21:15:00,21:30:00,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0
21:30:00,21:45:00,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
21:45:00,22:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22:00:00,22:15:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22:15:00,22:30:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22:30:00,22:45:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
22:45:00,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:00:00,23:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:15:00,23:30:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23:30:00,23:45:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23:45:00,24:00:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
